record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
42009332,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Ultrafast Infant Brain Quantitative MRI Using Overlapping-Echo Acquisition with Volumetric Physical Simulation of Slice-level Non-Idealities.,Ge N,2026,IEEE transactions on bio-medical engineering,IEEE transactions on bio-medical engineering,10.1109/TBME.2026.3685651,42009332,,https://doi.org/10.1109/TBME.2026.3685651,False,Journal Article,,,True,,,"deep learning quantitative reconstruction (synthetic data-driven, MOLED)",MRI,brain,30 infants (0-1 year),infant,"Ultrafast quantitative MRI (T2, T2*, T2') mapping of the infant brain to characterize early brain development, overcoming motion and scan-time limitations",reconstruction / imputation; measurement / quantification,"A deep learning quantitative reconstruction framework trained on physics-informed synthetic data (VoluSimu) applied to multiple overlapping-echo detachment (MOLED) MRI acquisitions to rapidly generate T2, T2*, and T2' maps of the infant brain without prolonged scan times.",unclear,,,prospective method development and in vivo validation study,30 infants (0-1 year),not stated,internal only,Network trained on synthetic data provided accurate quantitative T2/T2*/T2' maps despite imperfect RF pulses and B0 inhomogeneity; motion-artifact-free maps obtained,0,0.0,,0.0,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
42011065,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Performance of Open-Source LLMs in Identifying Pediatric Pneumonia From Free-Text Chest Radiograph Reports.,Amagai S,2026,Pediatric emergency care,Pediatric emergency care,10.1097/PEC.0000000000003616,42011065,,https://doi.org/10.1097/PEC.0000000000003616,False,Journal Article,,,True,,Gemma2 9B,open-source LLM,x-ray / radiography,chest,"1000 pediatric emergency department encounters with CXR (2016-2022), median age 4.2 years",infant; child,Classifying free-text pediatric chest radiograph reports for community-acquired pneumonia,report generation / LLM,"Five open-source large language models (Gemma2 9B, Gemma2 27B, Falcon3 7B, DeepSeek R1 Distill Llama 8B, Llama3.1 8B) were evaluated to classify free-text chest radiograph reports as positive, negative, or indeterminate for pneumonia.",open-source,"evaluated five open-source LLMs (Gemma2 9B, Gemma2 27B, Falcon3 7B, DeepSeek R1 Distill Llama 8B, and Llama3.1 8B)",,retrospective single-center study,1000 pediatric ED encounters with CXR reports,single center,internal only,"Gemma2 9B: pneumonia F1 0.82 (three-class), F1 0.97 (binary); outperformed traditional NLP classifiers",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
42012644,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Automated Deep Learning-Based Demyelination Load Segmentation in Metachromatic Leukodystrophy.,Martin P,2026,Clinical neuroradiology,Clinical neuroradiology,10.1007/s00062-026-01652-6,42012644,,https://doi.org/10.1007/s00062-026-01652-6,False,Journal Article,,,True,,,nnU-Net (self-configuring CNN),MRI,brain (white matter),35 MLD patients for training (189 scans); independent testing on 130 scans from 49 patients,pediatric (unspecified),Automated segmentation and quantification of demyelinated white matter (demyelination load) in metachromatic leukodystrophy as an imaging biomarker of disease burden,segmentation; measurement / quantification,"A self-configuring nnU-Net convolutional neural network trained on 3D T1- and axial T2-weighted MRI to automatically segment demyelinated white matter in metachromatic leukodystrophy, compared with a conventional semi-automated method.",unclear,,,retrospective method development and independent testing,189 scans from 35 patients (training); 130 scans from 49 patients (independent test),not stated,external / multi-center,"Median Dice 0.82 (3D T1) and 0.75 (2D); CNN-derived demyelination load correlated with motor impairment (rS=0.38-0.56, p<0.001)",0,,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
42013743,corpus,journal article,pediatric,pedrad_paper_db.json; top_papers_radiology_ai_2026.json,pubmed,True,BIBSNet: A deep learning baby image brain segmentation network for MRI scans.,Hendrickson TJ,2026,Developmental cognitive neuroscience,Developmental cognitive neuroscience,10.1016/j.dcn.2026.101706,42013743,,https://doi.org/10.1016/j.dcn.2026.101706,False,Journal Article,,,True,,BIBSNet (Baby and Infant Brain Segmentation Neural Network),deep neural network (nnU-Net based),MRI,brain,"90 participants, age range 0-8 months (median 4.6 months)",neonate; infant,Automatically segmenting infant brain tissue on MRI to support studies of typical and atypical early brain development,segmentation,"BIBSNet, an open-source deep neural network trained using manually annotated real images plus synthetic segmentations (SynthSeg) with a 10-fold procedure, performs infant brain tissue segmentation that outperforms joint label fusion and is faster at inference, producing FreeSurfer-compatible labels.",open-source,an open-source model for robust and generalizable brain tissue segmentation,,retrospective algorithm development and validation against joint label fusion and iBEAT segmentation,"90 participants, ages 0-8 months",not stated,internal only,Dice similarity coefficient: gray matter 0.849 (BIBSNet) vs 0.713 (joint label fusion); white matter 0.862 vs 0.791; BIBSNet is about 600x faster than joint label fusion at inference,4,4.0,,31.38,,,,99.1,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,radiology_ai 2026
42017053,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Brain entropy as a biomarker of major depression in adolescents and young adults: insights from multimodal resting-state functional magentic resonance imaging.,Lu R,2026,Psychoradiology,Psychoradiology,10.1093/psyrad/kkag009,42017053,,https://doi.org/10.1093/psyrad/kkag009,False,Journal Article,,,True,,,support vector machine,MRI,brain,"204 individuals aged 12-24 years (119 with MDD, 85 healthy controls)",adolescent; mixed pediatric and adult,Can resting-state fMRI markers of brain entropy help diagnose major depressive disorder in adolescents and young adults?,detection / diagnosis,"SVM-RFE classifier uses brain entropy plus standard resting-state fMRI features (ALFF, ReHo, FCD) from brain regions to classify patients as having major depressive disorder or not.",unclear,,,cross-sectional case-control machine learning classification study,"204 participants (119 MDD, 85 controls)",single center,internal only,AUC 0.877 (combined BEN+ALFF+FCD model),1,1.0,,19.45,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
42021182,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Artificial intelligence-assisted quality assessment of mid-trimester ultrasound examinations using large vision-language models.,Zhang J,2026,BMC pregnancy and childbirth,BMC pregnancy and childbirth,10.1186/s12884-026-09073-6,42021182,,https://doi.org/10.1186/s12884-026-09073-6,False,Journal Article; Multicenter Study,,,True,,,CNN (SonoNet) + vision-language model,ultrasound,fetal (mid-trimester anatomy scan),"22,544 ultrasound planes from 273 internal and 29 external examinations plus public data",fetal,Automated quality assessment of mid-trimester fetal ultrasound examinations (standard plane identification and examination completeness),workflow / non-interpretive,"A SonoNet-based CNN identifies standard fetal ultrasound planes and key anatomical structures; a fine-tuned vision-language model synthesizes the CNN-derived descriptions to assess overall exam completeness and quality, providing interpretable feedback on missing/low-quality planes.",unclear,,,multicenter retrospective study with reader study,"22,544 ultrasound planes (273 internal + 29 external examinations, plus public data)",multi center,external / multi-center,"Best VLM F1 0.944 (internal), 0.922 (external) for exam-level assessment; AI assistance improved reader diagnostic consistency and recall",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
42032026,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Graph theory reveals functional connectome disruptions in adolescent major depressive disorder with childhood trauma.,Zhu T,2026,Communications medicine,Communications medicine,10.1038/s43856-026-01593-8,42032026,,https://doi.org/10.1038/s43856-026-01593-8,False,Journal Article,,,True,,,machine learning (graph theory features),MRI,brain,"343 adolescents with MDD aged 10-18 years (211 with childhood trauma, 106 without) and 149 healthy controls",child; adolescent,Can baseline brain connectivity predict which adolescents with depression and childhood trauma will respond to antidepressant treatment?,outcome prediction,Machine learning models use baseline resting-state functional connectome (graph theory network metrics) to predict whether an adolescent with depression will respond to antidepressant treatment.,unclear,,,longitudinal case-control study with machine learning outcome prediction,"343 adolescents with MDD, 149 healthy controls",not stated,internal only,82% accuracy predicting antidepressant response from baseline connectome,1,1.0,,7.11,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
42032513,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Optimized fetal head circumference estimation in 2D ultrasound using EfficientNet-B7 and Adam optimizer.,Vimala N,2026,BMC pediatrics,BMC pediatrics,10.1186/s12887-026-06924-1,42032513,,https://doi.org/10.1186/s12887-026-06924-1,False,Journal Article,,,True,,,EfficientNet-B7 (regression CNN),ultrasound,fetal head,HC-18 public dataset; test set of 335 images,fetal,Automated estimation of fetal head circumference on 2D ultrasound for monitoring fetal growth and diagnosing microcephaly/macrocephaly,measurement / quantification,"A regression-based deep learning model using EfficientNet-B7 with the Adam optimizer to directly estimate fetal head circumference from 2D ultrasound images, trained/evaluated on the public HC-18 dataset.",unclear,,,retrospective model development on public benchmark dataset,"HC-18 dataset, test set of 335 images",public dataset,internal only,"Normalized MAE 0.028, HC-specific MAE 1.978mm, inference time ~0.03s",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
42032570,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Raphe subregion seeds reveal whole-brain functional connectivity differences underlying adolescent depression.,Ji J,2026,BMC psychiatry,BMC psychiatry,10.1186/s12888-026-08115-9,42032570,,https://doi.org/10.1186/s12888-026-08115-9,False,Journal Article,,,True,,,support vector machine,MRI,brain (raphe nuclei),102 adolescents with depression and 54 matched healthy controls,adolescent,Identifying adolescents with depression from raphe nucleus functional connectivity patterns on MRI,detection / diagnosis,A support vector machine classifier using dorsal and medial raphe nucleus functional connectivity features derived from resting-state MRI to discriminate adolescents with depression from healthy controls.,unclear,,,case-control study,"102 patients, 54 controls",not stated,internal only,SVM using FC features from left precentral gyrus and right gyrus rectus effectively discriminated depressed adolescents (accuracy not numerically stated),0,0.0,,0.0,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
42034503,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,AI-Based Denoising for Simulated Dose Reduction in Pediatric Chest Radiography: A Prospective Multicenter Evaluation of Image Quality and Diagnostic Performance.,Shakhreet BZ,2026,Academic radiology,Academic radiology,10.1016/j.acra.2026.04.003,42034503,,https://doi.org/10.1016/j.acra.2026.04.003,False,Journal Article; Multicenter Study,,,True,,,deep residual convolutional neural network,x-ray / radiography,chest,420 pediatric patients across four tertiary hospitals,pediatric (unspecified),Improving image quality and preserving diagnostic performance in simulated low-dose pediatric chest radiography,reconstruction / imputation,"A vendor-neutral deep residual convolutional neural network denoising system applied to simulated low-dose (~50% dose reduction) pediatric chest radiographs, evaluated for image quality and diagnostic performance (pneumonia, atelectasis, cardiomegaly) by blinded radiologists.",unclear,,,prospective multicenter evaluation,"420 pediatric patients, four tertiary hospitals",multi center,prospective,"Image quality improved (4.4+/-0.5 vs 4.5+/-0.4 full-dose); delta-AUC=-0.03 for diagnostic performance, non-inferiority not formally established",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
42036650,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Evaluating the usability and practicality of AI-enabled smartphone-based obstetric ultrasound in Sierra Leone: a mixed-methods study.,Sesay ADD,2026,BMC pregnancy and childbirth,BMC pregnancy and childbirth,10.1186/s12884-026-09152-8,42036650,,https://doi.org/10.1186/s12884-026-09152-8,False,Journal Article; Evaluation Study,,,True,,,AI-enabled smartphone ultrasound (device analysis component),ultrasound,obstetric (fetal/uterine sweep),"2,315 obstetric sweep protocols conducted by 81 healthcare providers across seven facilities in Sierra Leone",fetal,Evaluating usability and practicality of AI-enabled smartphone-based obstetric ultrasound for antenatal care in a low-resource setting,workflow / non-interpretive,"An AI-enabled smartphone-based obstetric ultrasound device used by frontline providers to perform obstetric sweeps, with scans reviewed via remote expert interpretation and (later) AI-supported analysis; study assessed scan quality and usability.",unclear,,,mixed-methods pilot implementation study,"2,315 obstetric sweep protocols, 81 providers, 7 facilities",multi center,prospective,83.8% of sweeps were of sufficient quality for remote/AI analysis; 59.3% of providers achieved 80% quality threshold,0,0.0,,8.1,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
