record_id,year,title,clinical_problem,topics,dataset_mentions
40456721,2025,Assessing the association between ADHD and brain maturation in late childhood and emotion regulation in early adolescence.,using machine-learning-predicted 'brain age' from neuroimaging in late childhood to predict emotion regulation and its relationship with ADHD symptoms in early adolescence,Brain development / cognition; Autism / ADHD / psychiatric,ABCD
40460372,2025,Upper Airway Volume Predicts Brain Structure and Cognition in Adolescents.,relating upper airway volume (sleep-disordered breathing) to brain structure and cognition in children,Chronic lung / airway,ABCD
40462037,2025,Machine learning for classification of pediatric bipolar disorder with and without psychotic symptoms based on thalamic subregional structural volume.,Classifying pediatric bipolar disorder with versus without psychotic symptoms using thalamic subregional brain volumes,Autism / ADHD / psychiatric,
40467763,2025,Advancing prenatal healthcare by explainable AI enhanced fetal ultrasound image segmentation using U-Net++ with attention mechanisms.,"automated, explainable segmentation of fetal ultrasound images to standardize evaluation of fetal development",Fetal assessment / prenatal,
40472424,2025,OSAM-NET: A multi-feature fusion model for measuring fetal head flexion during labor with transformer multi-head self-attention.,"Improving the accuracy and ease of assessing fetal head flexion (occiput-spine angle) during labor, which is technically difficult for less experienced ultrasound operators.",Fetal assessment / prenatal,
40473283,2025,"Prenatal detection of congenital heart defects using the deep learning-based image and video analysis: protocol for Clinical Artificial Intelligence in Fetal Echocardiography (CAIFE), an international multicentre multidisciplinary study.","prenatal detection of congenital heart defects using deep learning-based analysis of fetal echocardiography images and videos, aimed at nonspecialist/low-resource settings",Fetal assessment / prenatal; Cardiac / congenital heart,
40481978,2025,Radiomics-based prediction of pathological subtypes in peripheral neuroblastic tumors using 123I-MIBG SPECT/CT imaging: an observational study.,"Predicting pathological subtype of peripheral neuroblastic tumors non-invasively from 123I-MIBG SPECT/CT imaging, to help guide treatment planning and surgical decisions.",,
40489014,2025,Comparative accuracy of two commercial AI algorithms for musculoskeletal trauma detection in emergency radiographs.,"choosing between competing commercial fracture detection products, and knowing where both of them fail",Fracture / trauma / abuse,
40491787,2025,Machine learning-assisted classification of hip conditions in pediatric cerebral palsy patients using migration percentage measurements.,Automating classification of hip displacement severity (normal/risky/dislocated) in children with cerebral palsy from migration percentage on pelvic radiographs,,
40493057,2025,Arthroscopy-validated diagnostic performance of sub-5-min deep learning super-resolution 3T knee MRI in children and adolescents.,"diagnostic performance of a fast (<5 min) deep learning super-resolution knee MRI protocol for detecting internal knee derangement in children and adolescents, validated against arthroscopy",,
40495017,2025,Predicting pragmatic language abilities from brain structural MRI in preschool children with ASD by NBS-Predict.,Predicting pragmatic language ability in preschool children with autism spectrum disorder from brain structural connectivity,Autism / ADHD / psychiatric,
40510303,2025,AE-BoNet: A Deep Learning Method for Pediatric Bone Age Estimation using an Unsupervised Pre-Trained Model.,Estimating pediatric bone age from hand radiographs using limited labeled data,Bone age / skeletal maturation,RSNA bone age
40514386,2025,Uncovering ethical biases in publicly available fetal ultrasound datasets.,whether publicly available fetal ultrasound image datasets used to train deep-learning prenatal-diagnosis algorithms are demographically and clinically representative,Fetal assessment / prenatal,
40515976,2025,Predicting pulmonary hemodynamics in pediatric pulmonary arterial hypertension using cardiac magnetic resonance imaging and machine learning: an exploratory pilot study.,"estimating pulmonary hemodynamics (mean pulmonary arterial pressure and pulmonary vascular resistance) noninvasively, avoiding cardiac catheterization",Cardiac / congenital heart,
40522287,2025,Rate of brain aging associates with future executive function in Asian children and older adults.,predicting brain age and its rate of change to study links with future executive function across the lifespan,Brain development / cognition,
40527149,2025,ACOUSLIC-AI challenge report: Fetal abdominal circumference measurement on blind-sweep ultrasound data from low-income countries.,"automatically estimating fetal abdominal circumference from operator-agnostic blind-sweep ultrasound in low-resource settings, to enable fetal growth restriction screening without trained sonographers",Fetal assessment / prenatal,
40528527,2025,"Diffusion probabilistic generative models for accelerated, in-NICU permanent magnet neonatal MRI.",accelerating in-NICU neonatal brain MRI to reduce scan time,,
40528866,2025,Trust of Artificial Intelligence-Augmented Point-of-Care Ultrasound Among Pediatric Emergency Physicians.,"understanding factors that influence pediatric emergency physicians' trust in AI-augmented point-of-care ultrasound (image acquisition, interpretation, workflow)",,
40532970,2025,An Innovative Machine Learning-Based Algorithm for Diagnosing Pediatric Ovarian Torsion.,"diagnosing pediatric ovarian torsion using physical examination, sonographic and laboratory findings",,
40535328,2025,Longitudinal Risk Prediction for Pediatric Glioma with Temporal Deep Learning.,predicting whether a child's brain tumor (glioma) will recur within one year from a patient's serial surveillance MRI scans,Brain / CNS tumors,
40541073,2025,Expert-level differentiation of incomplete Kawasaki disease and pneumonia from echocardiography via multiple large receptive attention mechanisms.,"Differentiating incomplete Kawasaki disease from pneumonia and other febrile illnesses via echocardiographic detection of coronary artery abnormalities, particularly where pediatric cardiologists are unavailable.",Pulmonary infection; Cardiac / congenital heart,
40550405,2025,Unsupervised single-image super-resolution for infant brain MRI.,Generating high-resolution infant brain MRI from low-resolution scans to reduce long acquisition times that are hard for infants to tolerate.,,
40553418,2025,Neural network-based multi-task learning to assist planning of posterior spinal fusion surgery for adolescent idiopathic scoliosis.,"Predicting optimal spinal fusion surgery planning parameters (instrumented vertebrae levels, rod curvature, screw density) for adolescent idiopathic scoliosis",Scoliosis / spine deformity,
40561751,2025,"Causal Discovery Analysis Reveals Insights into Psychosis Proneness, Brain Function, and Environmental Factors among Young Individuals.",identifying neural and environmental factors causally related to psychosis proneness in youth,,
40562012,2025,Novel Application of Connectomics to the Surgical Management of Pediatric Arteriovenous Malformations.,Using connectomic mapping to guide surgical planning for pediatric cerebral arteriovenous malformations by visualizing white matter tracts near the lesion.,Brain development / cognition,
40564625,2025,Integrating Radiomics and Lesion Mapping for Cerebellar Mutism Syndrome Prediction.,"Predicting which children with posterior fossa tumors will develop cerebellar mutism syndrome after surgery, using presurgical imaging.",,
